Orthogroup	data_Cint	model_Cint
OG0000020	SGZ51190.1	Candida_intermedia@Seq_3290
OG0000020	SGZ56629.1	Candida_intermedia@Seq_2342
OG0000020	SGZ53002.1	Candida_intermedia@Seq_3830
OG0000021	SGZ52883.1	Candida_intermedia@Seq_4278
OG0000021	SGZ52706.1	Candida_intermedia@Seq_1764
OG0000021	SGZ54068.1, SGZ52704.1	Candida_intermedia@Seq_1249
OG0000022	SGZ57954.1	Candida_intermedia@Seq_4675
OG0000022	SGZ57958.1	Candida_intermedia@Seq_4194
OG0000022	SGZ57956.1, SGZ56399.1	Candida_intermedia@Seq_2876
OG0000023	SGZ57757.1	Candida_intermedia@Seq_5425
OG0000023	SGZ46242.1	Candida_intermedia@Seq_786
OG0000023	SGZ51579.1	Candida_intermedia@Seq_2484
OG0000024	SGZ46321.1	Candida_intermedia@Seq_3940
OG0000024	SGZ52449.1	Candida_intermedia@Seq_5235
OG0000024	SGZ47714.1	Candida_intermedia@Seq_3713
OG0000025	SGZ53714.1	Candida_intermedia@Seq_3160
OG0000025	SGZ46829.1	Candida_intermedia@Seq_2231
OG0000025	SGZ53370.1	Candida_intermedia@Seq_398
OG0000026	SGZ51008.1	Candida_intermedia@Seq_5327
OG0000026	SGZ47212.1	Candida_intermedia@Seq_3014
OG0000026	SGZ57990.1	Candida_intermedia@Seq_4781
OG0000027	SGZ50618.1	Candida_intermedia@Seq_2953
OG0000027	SGZ51197.1	Candida_intermedia@Seq_232
OG0000027	SGZ47413.1	Candida_intermedia@Seq_5367
OG0000028	SGZ48121.1	Candida_intermedia@Seq_3792
OG0000028	SGZ54138.1	Candida_intermedia@Seq_1851
OG0000028	SGZ48783.1	Candida_intermedia@Seq_4634
OG0000029	SGZ49132.1	Candida_intermedia@Seq_1427
OG0000029	SGZ49256.1	Candida_intermedia@Seq_4855
OG0000029	SGZ52407.1	Candida_intermedia@Seq_5413
OG0000030	SGZ50035.1	Candida_intermedia@Seq_3418
OG0000030	SGZ49657.1	Candida_intermedia@Seq_818
OG0000030	SGZ49987.1	Candida_intermedia@Seq_5531
OG0000032	SGZ57363.1	Candida_intermedia@Seq_4489
OG0000032	SGZ49937.1	Candida_intermedia@Seq_679
OG0000032	SGZ49942.1	Candida_intermedia@Seq_4280
OG0000033	SGZ50191.1	Candida_intermedia@Seq_4254
OG0000033	SGZ56686.1	Candida_intermedia@Seq_110
OG0000033	SGZ54938.1	Candida_intermedia@Seq_2193
OG0000034	SGZ56412.1	Candida_intermedia@Seq_1052, Candida_intermedia@Seq_107
OG0000034	SGZ50465.1, SGZ52577.1	Candida_intermedia@Seq_4687
OG0000035	SGZ52906.1	Candida_intermedia@Seq_4914
OG0000035	SGZ51009.1	Candida_intermedia@Seq_5117
OG0000035	SGZ54723.1	Candida_intermedia@Seq_5366
OG0000036	SGZ56658.1	Candida_intermedia@Seq_4321
OG0000036	SGZ56525.1, SGZ51019.1, SGZ54429.1	Candida_intermedia@Seq_4330
OG0000037	SGZ52890.1	Candida_intermedia@Seq_2745
OG0000037	SGZ57316.1	Candida_intermedia@Seq_1315, Candida_intermedia@Seq_3097, Candida_intermedia@Seq_2291
OG0000038	SGZ56050.1	Candida_intermedia@Seq_1992
OG0000038	SGZ53697.1	Candida_intermedia@Seq_1828
OG0000038	SGZ54137.1	Candida_intermedia@Seq_2590
OG0000039	SGZ58078.1	Candida_intermedia@Seq_3945
OG0000039	SGZ54729.1	Candida_intermedia@Seq_1330
OG0000039	SGZ56294.1	Candida_intermedia@Seq_5485
OG0000040	SGZ56403.1	Candida_intermedia@Seq_1475
OG0000040	SGZ56663.1	Candida_intermedia@Seq_517
OG0000040	SGZ54830.1	Candida_intermedia@Seq_127
OG0000041	SGZ57197.1	Candida_intermedia@Seq_981
OG0000041	SGZ57198.1	Candida_intermedia@Seq_4717
OG0000041	SGZ57195.1	Candida_intermedia@Seq_1342
OG0000042	SGZ46846.1, SGZ57432.1, SGZ57856.1, SGZ57591.1	Candida_intermedia@Seq_355
OG0000043	SGZ47595.1	Candida_intermedia@Seq_4649
OG0000043	SGZ50241.1	Candida_intermedia@Seq_2357, Candida_intermedia@Seq_2457
OG0000044	SGZ47658.1	Candida_intermedia@Seq_5205
OG0000044	SGZ47657.1, SGZ52792.1	Candida_intermedia@Seq_1458
OG0000045	SGZ48071.1	Candida_intermedia@Seq_3028
OG0000045	SGZ50999.1, SGZ50998.1	Candida_intermedia@Seq_755
OG0000046	SGZ48792.1	Candida_intermedia@Seq_3058
OG0000046	SGZ57780.1, SGZ57779.1	Candida_intermedia@Seq_1260
OG0000047	SGZ53927.1	Candida_intermedia@Seq_713
OG0000047	SGZ48812.1, SGZ48814.1	Candida_intermedia@Seq_3521
OG0000048	SGZ52177.1	Candida_intermedia@Seq_2308
OG0000048	SGZ49115.1, SGZ49118.1	Candida_intermedia@Seq_3790
OG0000049	SGZ49213.1	Candida_intermedia@Seq_5134
OG0000049	SGZ52735.1, SGZ49211.1	Candida_intermedia@Seq_3
OG0000051	SGZ50119.1	Candida_intermedia@Seq_2994
OG0000051	SGZ51824.1, SGZ51826.1	Candida_intermedia@Seq_3637
OG0000052	SGZ54843.1	Candida_intermedia@Seq_2089
OG0000052	SGZ51940.1	Candida_intermedia@Seq_396, Candida_intermedia@Seq_1897
OG0000053	SGZ52296.1, SGZ52290.1, SGZ52298.1, SGZ52294.1	Candida_intermedia@Seq_3276
OG0000054	SGZ53425.1	Candida_intermedia@Seq_3205
OG0000054	SGZ53423.1, SGZ55227.1	Candida_intermedia@Seq_4191
OG0000055	SGZ56001.1	Candida_intermedia@Seq_1102
OG0000055	SGZ53753.1, SGZ53751.1	Candida_intermedia@Seq_275
OG0000056	SGZ55720.1	Candida_intermedia@Seq_2402
OG0000056	SGZ55716.1, SGZ55718.1	Candida_intermedia@Seq_174
OG0000057	SGZ56830.1	Candida_intermedia@Seq_2105
OG0000057	SGZ56832.1, SGZ56834.1	Candida_intermedia@Seq_408
OG0000058	SGZ57868.1, SGZ57790.1	Candida_intermedia@Seq_515
OG0000058	SGZ57909.1	Candida_intermedia@Seq_4753
OG0000059	SGZ57784.1	Candida_intermedia@Seq_3412
OG0000059	SGZ46214.1	Candida_intermedia@Seq_2102
OG0000060	SGZ46220.1, SGZ52997.1, SGZ52478.1	Candida_intermedia@Seq_5178
OG0000061	SGZ46228.1	Candida_intermedia@Seq_4014
OG0000061	SGZ51000.1	Candida_intermedia@Seq_2137
OG0000062	SGZ46465.1	Candida_intermedia@Seq_1876
OG0000062	SGZ48992.1	Candida_intermedia@Seq_4844
OG0000063	SGZ46906.1	Candida_intermedia@Seq_4932
OG0000063	SGZ46658.1	Candida_intermedia@Seq_4931
OG0000064	SGZ46691.1	Candida_intermedia@Seq_1741
OG0000064	SGZ54291.1	Candida_intermedia@Seq_2799
OG0000065	SGZ55320.1	Candida_intermedia@Seq_5497
OG0000065	SGZ46773.1	Candida_intermedia@Seq_4074
OG0000066	SGZ46885.1	Candida_intermedia@Seq_3878
OG0000066	SGZ51184.1	Candida_intermedia@Seq_175
OG0000067	SGZ56501.1	Candida_intermedia@Seq_2836
OG0000067	SGZ46892.1	Candida_intermedia@Seq_257
OG0000068	SGZ47366.1	Candida_intermedia@Seq_1807
OG0000068	SGZ46933.1	Candida_intermedia@Seq_4965
OG0000069	SGZ54673.1	Candida_intermedia@Seq_2532
OG0000069	SGZ46972.1	Candida_intermedia@Seq_1600
OG0000070	SGZ47004.1	Candida_intermedia@Seq_4767
OG0000070	SGZ55891.1	Candida_intermedia@Seq_2821
OG0000071	SGZ47010.1	Candida_intermedia@Seq_4265
OG0000071	SGZ55885.1	Candida_intermedia@Seq_2913
OG0000072	SGZ47034.1	Candida_intermedia@Seq_573
OG0000072	SGZ47169.1	Candida_intermedia@Seq_1067
OG0000073	SGZ47037.1	Candida_intermedia@Seq_5433
OG0000073	SGZ52872.1	Candida_intermedia@Seq_3780
OG0000074	SGZ47057.1	Candida_intermedia@Seq_5093
OG0000074	SGZ57725.1	Candida_intermedia@Seq_3467
OG0000075	SGZ57723.1	Candida_intermedia@Seq_1206
OG0000075	SGZ47058.1	Candida_intermedia@Seq_1759
OG0000076	SGZ47103.1	Candida_intermedia@Seq_691
OG0000076	SGZ49277.1	Candida_intermedia@Seq_1306
OG0000077	SGZ47238.1	Candida_intermedia@Seq_1077
OG0000077	SGZ47851.1	Candida_intermedia@Seq_932
OG0000078	SGZ47291.1	Candida_intermedia@Seq_1743
OG0000078	SGZ49005.1	Candida_intermedia@Seq_927
OG0000079	SGZ47331.1	Candida_intermedia@Seq_349
OG0000079	SGZ47332.1	Candida_intermedia@Seq_1446
OG0000080	SGZ47403.1	Candida_intermedia@Seq_3396
OG0000080	SGZ56673.1	Candida_intermedia@Seq_2689
OG0000081	SGZ56024.1	Candida_intermedia@Seq_3193
OG0000081	SGZ47439.1	Candida_intermedia@Seq_2609
OG0000082	SGZ47577.1	Candida_intermedia@Seq_1942
OG0000082	SGZ57396.1	Candida_intermedia@Seq_2712
OG0000083	SGZ47592.1	Candida_intermedia@Seq_1532
OG0000083	SGZ48883.1	Candida_intermedia@Seq_669
OG0000084	SGZ47610.1	Candida_intermedia@Seq_1272
OG0000084	SGZ49143.1	Candida_intermedia@Seq_1857
OG0000085	SGZ56422.1	Candida_intermedia@Seq_2261
OG0000085	SGZ47677.1	Candida_intermedia@Seq_1326
OG0000086	SGZ47691.1	Candida_intermedia@Seq_1183
OG0000086	SGZ57542.1	Candida_intermedia@Seq_4936
OG0000087	SGZ56646.1	Candida_intermedia@Seq_1784
OG0000087	SGZ47694.1	Candida_intermedia@Seq_5359
OG0000088	SGZ53289.1	Candida_intermedia@Seq_1875
OG0000088	SGZ47718.1	Candida_intermedia@Seq_5209
OG0000089	SGZ47754.1	Candida_intermedia@Seq_5308
OG0000089	SGZ56278.1	Candida_intermedia@Seq_1111
OG0000090	SGZ57929.1	Candida_intermedia@Seq_4905
OG0000090	SGZ47799.1	Candida_intermedia@Seq_2133
OG0000091	SGZ47842.1	Candida_intermedia@Seq_4131
OG0000091	SGZ55338.1	Candida_intermedia@Seq_1931
OG0000092	SGZ47862.1	Candida_intermedia@Seq_1267
OG0000092	SGZ55441.1	Candida_intermedia@Seq_3578
OG0000093	SGZ51012.1	Candida_intermedia@Seq_118
OG0000093	SGZ47884.1	Candida_intermedia@Seq_766
OG0000094	SGZ47970.1	Candida_intermedia@Seq_1722
OG0000094	SGZ47941.1	Candida_intermedia@Seq_5047
OG0000095	SGZ48078.1, SGZ55596.1, SGZ54477.1	Candida_intermedia@Seq_2431
OG0000096	SGZ54839.1	Candida_intermedia@Seq_688
OG0000096	SGZ48796.1	Candida_intermedia@Seq_3857
OG0000097	SGZ49326.1	Candida_intermedia@Seq_1338
OG0000097	SGZ56146.1	Candida_intermedia@Seq_3183
OG0000098	SGZ52435.1	Candida_intermedia@Seq_1297
OG0000098	SGZ49448.1	Candida_intermedia@Seq_4526
OG0000099	SGZ57825.1	Candida_intermedia@Seq_4899
OG0000099	SGZ49478.1	Candida_intermedia@Seq_2417
OG0000100	SGZ49480.1	Candida_intermedia@Seq_4958
OG0000100	SGZ52535.1	Candida_intermedia@Seq_5123
OG0000101	SGZ50992.1	Candida_intermedia@Seq_3435
OG0000101	SGZ49593.1	Candida_intermedia@Seq_2909
OG0000102	SGZ49598.1	Candida_intermedia@Seq_1935
OG0000102	SGZ56688.1	Candida_intermedia@Seq_4294
OG0000103	SGZ56684.1	Candida_intermedia@Seq_2479
OG0000103	SGZ49600.1	Candida_intermedia@Seq_3332
OG0000104	SGZ51001.1	Candida_intermedia@Seq_278
OG0000104	SGZ49614.1	Candida_intermedia@Seq_4549
OG0000105	SGZ49619.1	Candida_intermedia@Seq_4097
OG0000105	SGZ49622.1	Candida_intermedia@Seq_1626
OG0000106	SGZ49631.1	Candida_intermedia@Seq_65
OG0000106	SGZ58038.1	Candida_intermedia@Seq_3359
OG0000107	SGZ49674.1	Candida_intermedia@Seq_4422
OG0000107	SGZ52804.1	Candida_intermedia@Seq_1130
OG0000108	SGZ49707.1, SGZ55472.1	Candida_intermedia@Seq_2927, Candida_intermedia@Seq_975
OG0000109	SGZ49734.1	Candida_intermedia@Seq_672
OG0000109	SGZ56682.1	Candida_intermedia@Seq_4760
OG0000110	SGZ49825.1	Candida_intermedia@Seq_3583, Candida_intermedia@Seq_1663, Candida_intermedia@Seq_401
OG0000111	SGZ49906.1	Candida_intermedia@Seq_2862
OG0000111	SGZ54210.1	Candida_intermedia@Seq_1096
OG0000112	SGZ49926.1	Candida_intermedia@Seq_3980
OG0000112	SGZ51004.1	Candida_intermedia@Seq_718
OG0000113	SGZ53377.1	Candida_intermedia@Seq_773
OG0000113	SGZ50044.1	Candida_intermedia@Seq_2217
OG0000114	SGZ50139.1	Candida_intermedia@Seq_1019
OG0000114	SGZ58011.1	Candida_intermedia@Seq_2568
OG0000115	SGZ53008.1	Candida_intermedia@Seq_4719
OG0000115	SGZ50173.1	Candida_intermedia@Seq_303
OG0000116	SGZ50184.1	Candida_intermedia@Seq_4740
OG0000116	SGZ52910.1	Candida_intermedia@Seq_1965
OG0000117	SGZ56118.1	Candida_intermedia@Seq_1292
OG0000117	SGZ50201.1	Candida_intermedia@Seq_4473
OG0000118	SGZ50203.1	Candida_intermedia@Seq_856
OG0000118	SGZ53143.1	Candida_intermedia@Seq_868
OG0000119	SGZ50208.1	Candida_intermedia@Seq_292
OG0000119	SGZ50210.1	Candida_intermedia@Seq_3864
OG0000120	SGZ50228.1	Candida_intermedia@Seq_5193
OG0000120	SGZ51522.1	Candida_intermedia@Seq_2613
OG0000121	SGZ50235.1	Candida_intermedia@Seq_3410
OG0000121	SGZ56778.1	Candida_intermedia@Seq_885
OG0000122	SGZ50352.1	Candida_intermedia@Seq_4900
OG0000122	SGZ57242.1	Candida_intermedia@Seq_2881
OG0000123	SGZ50458.1	Candida_intermedia@Seq_5400
OG0000123	SGZ53516.1	Candida_intermedia@Seq_924
OG0000124	SGZ56414.1, SGZ50467.1	Candida_intermedia@Seq_4305, Candida_intermedia@Seq_806
OG0000125	SGZ50579.1	Candida_intermedia@Seq_860
OG0000125	SGZ57729.1	Candida_intermedia@Seq_5376
OG0000126	SGZ53252.1	Candida_intermedia@Seq_3511
OG0000126	SGZ50624.1	Candida_intermedia@Seq_5169
OG0000127	SGZ50784.1	Candida_intermedia@Seq_3001
OG0000127	SGZ55051.1	Candida_intermedia@Seq_2171
OG0000128	SGZ53246.1	Candida_intermedia@Seq_55
OG0000128	SGZ50817.1	Candida_intermedia@Seq_970
OG0000129	SGZ50848.1, SGZ54378.1, SGZ50846.1	Candida_intermedia@Seq_1666
OG0000130	SGZ51766.1	Candida_intermedia@Seq_3828
OG0000130	SGZ50987.1	Candida_intermedia@Seq_3853
OG0000131	SGZ51010.1	Candida_intermedia@Seq_4994
OG0000131	SGZ57636.1	Candida_intermedia@Seq_2941
OG0000132	SGZ51037.1	Candida_intermedia@Seq_1364
OG0000132	SGZ52095.1	Candida_intermedia@Seq_2478
OG0000133	SGZ56488.1	Candida_intermedia@Seq_4033
OG0000133	SGZ51050.1	Candida_intermedia@Seq_1145
OG0000134	SGZ55637.1	Candida_intermedia@Seq_2976
OG0000134	SGZ51311.1	Candida_intermedia@Seq_2908
OG0000135	SGZ51329.1	Candida_intermedia@Seq_3645
OG0000135	SGZ55954.1	Candida_intermedia@Seq_916
OG0000136	SGZ51356.1	Candida_intermedia@Seq_194
OG0000136	SGZ53372.1	Candida_intermedia@Seq_5163
OG0000137	SGZ51498.1	Candida_intermedia@Seq_3311
OG0000137	SGZ51500.1	Candida_intermedia@Seq_3078
OG0000138	SGZ52895.1	Candida_intermedia@Seq_3838
OG0000138	SGZ51629.1	Candida_intermedia@Seq_5007
OG0000139	SGZ51764.1	Candida_intermedia@Seq_3266
OG0000139	SGZ56702.1	Candida_intermedia@Seq_80
OG0000140	SGZ52605.1, SGZ52607.1, SGZ52603.1	Candida_intermedia@Seq_4402
OG0000141	SGZ54822.1	Candida_intermedia@Seq_4782
OG0000141	SGZ52700.1	Candida_intermedia@Seq_2972
OG0000142	SGZ52714.1	Candida_intermedia@Seq_5307
OG0000142	SGZ53473.1	Candida_intermedia@Seq_135
OG0000143	SGZ52915.1, SGZ52914.1, SGZ54715.1	Candida_intermedia@Seq_3909
OG0000144	SGZ53080.1	Candida_intermedia@Seq_1577
OG0000144	SGZ54481.1	Candida_intermedia@Seq_2236
OG0000145	SGZ56014.1	Candida_intermedia@Seq_1118
OG0000145	SGZ53215.1	Candida_intermedia@Seq_3571
OG0000146	SGZ53348.1	Candida_intermedia@Seq_5019
OG0000146	SGZ54691.1	Candida_intermedia@Seq_3431
OG0000147	SGZ58066.1, SGZ57761.1, SGZ53539.1	Candida_intermedia@Seq_3577
OG0000148	SGZ53577.1	Candida_intermedia@Seq_3294
OG0000148	SGZ57869.1	Candida_intermedia@Seq_2795
OG0000149	SGZ57376.1	Candida_intermedia@Seq_1548
OG0000149	SGZ53701.1	Candida_intermedia@Seq_846
OG0000150	SGZ57501.1	Candida_intermedia@Seq_784
OG0000150	SGZ53894.1	Candida_intermedia@Seq_1373
OG0000151	SGZ54345.1	Candida_intermedia@Seq_2813
OG0000151	SGZ54660.1	Candida_intermedia@Seq_1822
OG0000152	SGZ57097.1	Candida_intermedia@Seq_1351
OG0000152	SGZ54721.1	Candida_intermedia@Seq_4948
OG0000153	SGZ54852.1	Candida_intermedia@Seq_2740
OG0000153	SGZ54850.1	Candida_intermedia@Seq_2616
OG0000154	SGZ55325.1	Candida_intermedia@Seq_3529
OG0000154	SGZ56171.1	Candida_intermedia@Seq_1290
OG0000155	SGZ55821.1	Candida_intermedia@Seq_1137
OG0000155	SGZ56445.1	Candida_intermedia@Seq_2293
OG0000156	SGZ56566.1	Candida_intermedia@Seq_4775
OG0000156	SGZ55935.1	Candida_intermedia@Seq_1816
OG0000157	SGZ56639.1	Candida_intermedia@Seq_758
OG0000157	SGZ57444.1	Candida_intermedia@Seq_4728
OG0000158	SGZ56709.1	Candida_intermedia@Seq_3452
OG0000158	SGZ57706.1	Candida_intermedia@Seq_3632
OG0000159	SGZ57907.1	Candida_intermedia@Seq_2965
OG0000159	SGZ56870.1	Candida_intermedia@Seq_862
OG0000160	SGZ57733.1, SGZ57737.1, SGZ57735.1	Candida_intermedia@Seq_4752
OG0000161	SGZ57777.1	Candida_intermedia@Seq_3975
OG0000161	SGZ57778.1	Candida_intermedia@Seq_3337
OG0000162	SGZ57786.1	Candida_intermedia@Seq_4113
OG0000162	SGZ57910.1	Candida_intermedia@Seq_1026
OG0000163	SGZ54731.1, SGZ46207.1	Candida_intermedia@Seq_2617
OG0000164	SGZ46547.1	Candida_intermedia@Seq_1120, Candida_intermedia@Seq_4888
OG0000165	SGZ50452.1, SGZ46585.1	Candida_intermedia@Seq_3486
OG0000166	SGZ47534.1, SGZ46698.1	Candida_intermedia@Seq_2852
OG0000167	SGZ58058.1, SGZ46761.1	Candida_intermedia@Seq_4274
OG0000168	SGZ46834.1, SGZ56464.1	Candida_intermedia@Seq_2672
OG0000169	SGZ47028.1, SGZ52909.1	Candida_intermedia@Seq_3736
OG0000170	SGZ51758.1, SGZ47041.1	Candida_intermedia@Seq_5332
OG0000171	SGZ49884.1, SGZ47043.1	Candida_intermedia@Seq_807
OG0000172	SGZ47087.1	Candida_intermedia@Seq_2112, Candida_intermedia@Seq_928
OG0000173	SGZ47091.1, SGZ47092.1	Candida_intermedia@Seq_1395
OG0000174	SGZ47281.1	Candida_intermedia@Seq_594, Candida_intermedia@Seq_305
OG0000175	SGZ48016.1, SGZ53637.1	Candida_intermedia@Seq_362
OG0000176	SGZ48064.1, SGZ48067.1	Candida_intermedia@Seq_5496
OG0000177	SGZ48069.1	Candida_intermedia@Seq_4198, Candida_intermedia@Seq_3687
OG0000178	SGZ48070.1, SGZ48075.1	Candida_intermedia@Seq_4566
OG0000179	SGZ48120.1	Candida_intermedia@Seq_2139, Candida_intermedia@Seq_2416
OG0000180	SGZ49223.1	Candida_intermedia@Seq_3258, Candida_intermedia@Seq_2563
OG0000181	SGZ51855.1, SGZ49301.1	Candida_intermedia@Seq_2095
OG0000182	SGZ49484.1, SGZ54171.1	Candida_intermedia@Seq_2031
OG0000183	SGZ49869.1, SGZ49871.1	Candida_intermedia@Seq_5342
OG0000184	SGZ49915.1, SGZ49917.1	Candida_intermedia@Seq_1109
OG0000185	SGZ49956.1, SGZ49958.1	Candida_intermedia@Seq_3086
OG0000186	SGZ49985.1, SGZ51436.1	Candida_intermedia@Seq_1825
OG0000187	SGZ53768.1, SGZ50015.1	Candida_intermedia@Seq_2945
OG0000188	SGZ56814.1, SGZ50046.1	Candida_intermedia@Seq_5082
OG0000189	SGZ50179.1, SGZ50183.1	Candida_intermedia@Seq_3018
OG0000190	SGZ50216.1, SGZ50220.1	Candida_intermedia@Seq_1047
OG0000191	SGZ50301.1	Candida_intermedia@Seq_180, Candida_intermedia@Seq_4708
OG0000192	SGZ50350.1	Candida_intermedia@Seq_2890, Candida_intermedia@Seq_472
OG0000193	SGZ56665.1, SGZ50734.1	Candida_intermedia@Seq_3429
OG0000194	SGZ50775.1, SGZ57092.1	Candida_intermedia@Seq_3071
OG0000195	SGZ56680.1, SGZ50786.1	Candida_intermedia@Seq_3349
OG0000196	SGZ50996.1, SGZ50997.1	Candida_intermedia@Seq_4222
OG0000197	SGZ51020.1, SGZ54726.1	Candida_intermedia@Seq_463
OG0000198	SGZ54725.1, SGZ51021.1	Candida_intermedia@Seq_2673
OG0000199	SGZ51389.1	Candida_intermedia@Seq_3697, Candida_intermedia@Seq_4493
OG0000200	SGZ51531.1, SGZ53554.1	Candida_intermedia@Seq_2389
OG0000201	SGZ52260.1, SGZ51784.1	Candida_intermedia@Seq_2208
OG0000202	SGZ51816.1, SGZ55811.1	Candida_intermedia@Seq_3954
OG0000203	SGZ56100.1, SGZ52385.1	Candida_intermedia@Seq_377
OG0000204	SGZ55474.1, SGZ52658.1	Candida_intermedia@Seq_3804
OG0000205	SGZ52879.1, SGZ57763.1	Candida_intermedia@Seq_1150
OG0000206	SGZ52913.1, SGZ56568.1	Candida_intermedia@Seq_2912
OG0000207	SGZ52990.1, SGZ56635.1	Candida_intermedia@Seq_2654
OG0000208	SGZ52992.1, SGZ54722.1	Candida_intermedia@Seq_369
OG0000209	SGZ53006.1, SGZ53335.1	Candida_intermedia@Seq_4564
OG0000210	SGZ53012.1, SGZ53633.1	Candida_intermedia@Seq_2365
OG0000211	SGZ53419.1	Candida_intermedia@Seq_3130, Candida_intermedia@Seq_2789
OG0000212	SGZ53512.1, SGZ55901.1	Candida_intermedia@Seq_2165
OG0000213	SGZ53562.1, SGZ55560.1	Candida_intermedia@Seq_3695
OG0000214	SGZ57142.1, SGZ53849.1	Candida_intermedia@Seq_4065
OG0000215	SGZ54008.1	Candida_intermedia@Seq_2188, Candida_intermedia@Seq_5111
OG0000216	SGZ54224.1, SGZ54228.1	Candida_intermedia@Seq_4629
OG0000217	SGZ54295.1, SGZ56911.1	Candida_intermedia@Seq_2213
