REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_4041	Ala-Thr	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4050	Ala-His	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4051	Ala-His	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4053	Gly-Asn	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4054	Gly-Asn	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4056	Gly-Gln	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4057	Gly-Gln	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4059	Gly-Glu	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4060	Gly-Glu	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4085	Gly-Met	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4086	Gly-Met	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4119	Ala-Asp	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4120	Ala-Asp	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4143	Met-Ala	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4144	Met-Ala	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4168	Ala-Leu	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4169	Ala-Leu	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4170	Ala-Gly	extracellular	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_4171	Ala-Gly	cytoplasm	3.6002	0.00015897	6	15	0	Seq_1784,Seq_1096,Seq_5359,Seq_1267,Seq_2862,Seq_3578
s_1203	NADH	cytoplasm	3.4886	0.00024275	75	8.5116	6.5351	Seq_3659,Seq_1403,Seq_801,Seq_594,Seq_224,Seq_2549,Seq_3997,Seq_3898,Seq_2885,Seq_177,Seq_784,Seq_5483,Seq_3087,Seq_2189,Seq_4567,Seq_192,Seq_2297,Seq_1427,Seq_4920,Seq_3263,Seq_80,Seq_3982,Seq_1471,Seq_5250,Seq_2497,Seq_4382,Seq_376,Seq_718,Seq_1783,Seq_4258,Seq_3137,Seq_3314,Seq_3341,Seq_3695,Seq_3310,Seq_1558,Seq_1235,Seq_2552,Seq_2315,Seq_2060,Seq_5357,Seq_2923,Seq_305,Seq_4154,Seq_5269,Seq_1373,Seq_3635,Seq_4855,Seq_5413,Seq_3266,Seq_3980,Seq_5091,Seq_2881,Seq_123,Seq_2092,Seq_2096,Seq_2223,Seq_2525,Seq_2631,Seq_2662,Seq_3354,Seq_3411,Seq_3441,Seq_3674,Seq_4037,Seq_4394,Seq_4449,Seq_4478,Seq_4873,Seq_532,Seq_5399,Seq_5435,Seq_598,Seq_843,xyl1_2
s_0234	3-methylbutanal	cytoplasm	3.4795	0.00025122	8	13.5623	4.0415	Seq_461,Seq_3511,Seq_594,Seq_1427,Seq_4456,Seq_5169,Seq_4855,Seq_5413
s_0937	isobutyraldehyde	cytoplasm	3.4795	0.00025122	8	13.5623	4.0415	Seq_461,Seq_3511,Seq_594,Seq_1427,Seq_4456,Seq_5169,Seq_4855,Seq_5413
s_0386	adenosine	cytoplasm	3.3815	0.00036043	5	15.2807	0.83986	Seq_3939,Seq_4639,Seq_950,Seq_573,Seq_1067
s_0169	2-methylbutanol	cytoplasm	3.3137	0.00046041	9	12.8068	4.4079	Seq_461,Seq_594,Seq_1427,Seq_1351,Seq_4456,Seq_4948,Seq_5221,Seq_4855,Seq_5413
s_1042	L-serine	mitochondrion	3.3071	0.00047141	8	13.1912	5.7829	Seq_1741,Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_2799
s_0022	(R)-carnitine	extracellular	3.2786	0.00052166	5	15	0	Seq_127,Seq_1475,Seq_1600,Seq_2532,Seq_517
s_1220	nicotinate	extracellular	3.2786	0.00052166	5	15	0	Seq_278,Seq_2484,Seq_4549,Seq_5425,Seq_786
s_0989	L-glucitol	cytoplasm	3.229	0.00062107	3	17.4341	4.216	Seq_1183,Seq_2189,Seq_4936
s_0700	fecosterol	cytoplasm	3.1888	0.00071422	6	13.9791	1.6315	Seq_1939,Seq_829,Seq_252,Seq_2121,Seq_2362,Seq_2987
s_1566	xylitol	cytoplasm	3.1099	0.00093581	7	13.2386	6.1311	Seq_1183,Seq_2193,Seq_2189,Seq_2572,Seq_4936,Seq_3482,Seq_4254
s_0307	5,10-methylenetetrahydrofolate	mitochondrion	3.0998	0.0009682	9	12.3709	6.8152	Seq_3000,Seq_1816,Seq_3519,Seq_1741,Seq_5046,Seq_5119,Seq_1684,Seq_4775,Seq_2799
s_3793	3-methylbenzyl alcohol	cytoplasm	3.089	0.0010042	2	19.3137	6.1005	Seq_4382,Seq_305
s_3794	3-methylbenzaldehyde	cytoplasm	3.089	0.0010042	2	19.3137	6.1005	Seq_4382,Seq_305
s_3797	4-methylbenzyl alcohol	cytoplasm	3.089	0.0010042	2	19.3137	6.1005	Seq_4382,Seq_305
s_3798	4-methylbenzaldehyde	cytoplasm	3.089	0.0010042	2	19.3137	6.1005	Seq_4382,Seq_305
s_3799	benzyl alcohol	cytoplasm	3.089	0.0010042	2	19.3137	6.1005	Seq_4382,Seq_305
s_3800	benzaldehyde	cytoplasm	3.089	0.0010042	2	19.3137	6.1005	Seq_4382,Seq_305
s_1198	NAD	cytoplasm	3.0718	0.0010639	80	8.1525	6.503	Seq_3659,Seq_1403,Seq_801,Seq_594,Seq_224,Seq_2549,Seq_3997,Seq_3898,Seq_2562,Seq_5016,Seq_2885,Seq_177,Seq_784,Seq_5483,Seq_3087,Seq_2189,Seq_4567,Seq_3910,Seq_192,Seq_2297,Seq_1427,Seq_4920,Seq_3263,Seq_80,Seq_3982,Seq_1471,Seq_5250,Seq_1519,Seq_2497,Seq_4382,Seq_511,Seq_376,Seq_718,Seq_1783,Seq_4258,Seq_3137,Seq_3314,Seq_3341,Seq_3695,Seq_3310,Seq_1558,Seq_1235,Seq_2552,Seq_2315,Seq_2060,Seq_5357,Seq_2923,Seq_305,Seq_4154,Seq_5269,Seq_1373,Seq_3635,Seq_4855,Seq_5413,Seq_3266,Seq_3980,Seq_5091,Seq_2881,Seq_123,Seq_2092,Seq_2096,Seq_2223,Seq_2525,Seq_2631,Seq_2662,Seq_3354,Seq_3411,Seq_3441,Seq_3674,Seq_4037,Seq_4394,Seq_4449,Seq_4478,Seq_4873,Seq_532,Seq_5399,Seq_5435,Seq_598,Seq_843,xyl1_2
s_4261	beta-cellobiose	cytoplasm	3.0669	0.0010815	7	13.1394	4.9227	Seq_623,Seq_3712,Seq_1204,Seq_1370,Seq_2990,Seq_3884,Seq_4552
s_0553	D-fructose	cytoplasm	3.0633	0.0010944	11	11.7172	5.9587	Seq_4642,Seq_1183,Seq_2189,Seq_1160,Seq_4006,Seq_758,Seq_5357,Seq_2923,Seq_5493,Seq_4936,Seq_4728
s_1487	THF	cytoplasm	3.0412	0.0011783	10	11.9053	6.308	Seq_1816,Seq_1741,Seq_120,Seq_1029,Seq_4816,Seq_1054,Seq_1707,Seq_3191,Seq_4775,Seq_2799
s_0979	L-citrulline	cytoplasm	3.0353	0.0012015	8	12.6062	5.9376	Seq_21,Seq_3734,Seq_269,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0561	D-glucitol	cytoplasm	2.9933	0.0013799	5	14.2221	5.464	Seq_1183,Seq_2189,Seq_5357,Seq_2923,Seq_4936
s_1030	L-methionine	extracellular	2.9774	0.0014535	7	12.9328	6.1962	Seq_21,Seq_2112,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_4353	UDP-4-dehydro-6-deoxy-alpha-D-glucose	cytoplasm	2.9746	0.0014668	1	24.1045	0	Seq_4440
s_4184	3-oxopropanoate	cytoplasm	2.9365	0.0016596	4	15.0095	1.942	Seq_3452,Seq_1783,Seq_2060,Seq_3632
s_0138	2'-deoxyuridine	cytoplasm	2.9334	0.0016763	4	15	0	Seq_1897,Seq_573,Seq_2089,Seq_1067
s_0361	acetaldehyde	mitochondrion	2.9334	0.0016763	4	15	0	Seq_3997,Seq_1427,Seq_4855,Seq_5413
s_0377	acetyl-CoA	nucleus	2.9334	0.0016763	4	15	0	Seq_924,Seq_885,Seq_5400,Seq_3410
s_0659	episterol	extracellular	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0665	ergosterol	cell envelope	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0668	ergosterol	extracellular	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0699	fecosterol	cell envelope	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0702	fecosterol	extracellular	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_0852	indol-3-ylacetaldehyde	mitochondrion	2.9334	0.0016763	4	15	0	Seq_3997,Seq_1427,Seq_4855,Seq_5413
s_1061	lanosterol	extracellular	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_1529	tryptophol	cytoplasm	2.9334	0.0016763	4	15	0	Seq_594,Seq_1427,Seq_4855,Seq_5413
s_1571	zymosterol	extracellular	2.9334	0.0016763	4	15	0	Seq_1939,Seq_2121,Seq_2362,Seq_2987
s_3862	alpha-D-Galactose	cytoplasm	2.9334	0.0016763	4	15	0	Seq_2479,Seq_1935,Seq_3332,Seq_4294
s_3789	3-chlorobenzyl alcohol	cytoplasm	2.8961	0.0018891	1	23.6274	0	Seq_4382
s_3790	3-chlorobenzaldehyde	cytoplasm	2.8961	0.0018891	1	23.6274	0	Seq_4382
s_3791	3-hydroxybenzyl alcohol	cytoplasm	2.8961	0.0018891	1	23.6274	0	Seq_4382
s_3792	3-hydroxybenzaldehyde	cytoplasm	2.8961	0.0018891	1	23.6274	0	Seq_4382
s_3795	4-isopropylbenzyl alcohol	cytoplasm	2.8961	0.0018891	1	23.6274	0	Seq_4382
s_3796	p-cumic aldehyde	cytoplasm	2.8961	0.0018891	1	23.6274	0	Seq_4382
s_0657	episterol	cytoplasm	2.8745	0.0020231	6	13.199	3.3644	Seq_1939,Seq_354,Seq_252,Seq_2121,Seq_2362,Seq_2987
s_0359	acetaldehyde	cytoplasm	2.8725	0.0020362	11	11.3655	6.4857	Seq_3511,Seq_288,Seq_3997,Seq_1427,Seq_3263,Seq_5250,Seq_1952,Seq_5169,Seq_4744,Seq_4855,Seq_5413
s_1271	oxaloacetate	cytoplasm	2.8704	0.0020499	8	12.2512	4.2714	Seq_4242,Seq_985,Seq_4315,Seq_2468,Seq_4704,Seq_617,Seq_1137,Seq_2293
s_0185	2-phenylethanol	cytoplasm	2.8278	0.0023433	6	13.0831	4.6653	Seq_461,Seq_594,Seq_1427,Seq_4456,Seq_4855,Seq_5413
s_1443	spermine	extracellular	2.8264	0.0023534	4	14.6739	1.4996	Seq_932,Seq_3882,Seq_3506,Seq_1077
s_1444	spermine	vacuole	2.8264	0.0023534	4	14.6739	1.4996	Seq_932,Seq_3882,Seq_3506,Seq_1077
s_0364	acetate	extracellular	2.8055	0.0025121	2	18.0956	4.3779	Seq_2389,Seq_3913
s_1219	nicotinate	cytoplasm	2.7617	0.0028754	7	12.4349	5.9058	Seq_934,Seq_278,Seq_2091,Seq_2484,Seq_4549,Seq_5425,Seq_786
s_1488	THF	mitochondrion	2.7451	0.0030242	11	11.1309	6.9375	Seq_3000,Seq_5462,Seq_1816,Seq_3519,Seq_1741,Seq_5046,Seq_5119,Seq_1684,Seq_1707,Seq_4775,Seq_2799
s_3965	(S)-Methylmalonate semialdehyde	cytoplasm	2.6852	0.0036243	3	15.5184	2.5309	Seq_5250,Seq_1783,Seq_2060
s_3861	L-iditol	cytoplasm	2.6781	0.0037016	1	22.3023	0	Seq_2189
s_0929	isoamylol	cytoplasm	2.674	0.0037474	7	12.2326	4.8168	Seq_461,Seq_594,Seq_1427,Seq_687,Seq_4456,Seq_4855,Seq_5413
s_0932	isobutanol	cytoplasm	2.674	0.0037474	7	12.2326	4.8168	Seq_461,Seq_594,Seq_1427,Seq_687,Seq_4456,Seq_4855,Seq_5413
s_0940	isocitrate	cytoplasm	2.6547	0.0039686	6	12.6535	5.5837	Seq_3508,Seq_4931,Seq_1208,Seq_194,Seq_4932,Seq_5163
s_0323	5-methyltetrahydropteroyltri-L-glutamic acid	cytoplasm	2.6528	0.0039919	1	22.148	0	Seq_4816
s_1486	tetrahydropteroyltri-L-glutamic acid	cytoplasm	2.6528	0.0039919	1	22.148	0	Seq_4816
s_1391	putrescine	vacuole	2.6445	0.0040903	3	15.3752	0.6498	Seq_932,Seq_3882,Seq_1077
s_1441	spermidine	vacuole	2.6445	0.0040903	3	15.3752	0.6498	Seq_932,Seq_3882,Seq_1077
s_0570	D-glyceraldehyde	cytoplasm	2.633	0.0042321	8	11.7401	4.9888	Seq_2193,Seq_4943,Seq_1351,Seq_5250,Seq_4948,Seq_5221,Seq_3482,Seq_4254
s_1007	L-histidine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1017	L-isoleucine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1022	L-leucine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1033	L-phenylalanine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1046	L-threonine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1049	L-tryptophan	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1052	L-tyrosine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1057	L-valine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1418	S-adenosyl-L-methionine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1424	S-methyl-L-methionine	cytoplasm	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_1425	S-methyl-L-methionine	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_4166	L-citrulline	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_4202	Mn(2+)	extracellular	2.6284	0.0042889	6	12.5883	6.7137	Seq_21,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658
s_0305	5,10-methenyl-THF	mitochondrion	2.621	0.0043834	7	12.1103	6.9656	Seq_3000,Seq_1816,Seq_5046,Seq_797,Seq_5119,Seq_1684,Seq_4775
s_1043	L-sorbose	cytoplasm	2.6146	0.0044662	6	12.554	6.3701	Seq_1183,Seq_2189,Seq_2272,Seq_5357,Seq_2923,Seq_4936
s_0362	acetate	cytoplasm	2.6107	0.0045175	13	10.4826	6.5144	Seq_924,Seq_2389,Seq_3997,Seq_3670,Seq_1839,Seq_3263,Seq_687,Seq_2985,Seq_5250,Seq_1436,Seq_1956,Seq_5400,Seq_3913
s_3810	5-oxo-L-proline	cytoplasm	2.6021	0.0046331	6	12.5229	6.0677	Seq_4136,Seq_327,Seq_3850,Seq_3881,Seq_3922,Seq_729
s_3182	S-adenosyl-L-methionine	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3183	S-adenosyl-L-homocysteine	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3184	phosphatidyl-N-methylethanolamine (1-16:0, 2-16:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3186	phosphatidyl-N-methylethanolamine (1-16:1, 2-16:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3188	phosphatidyl-N-methylethanolamine (1-18:0, 2-16:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3190	phosphatidyl-N-methylethanolamine (1-18:1, 2-16:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3192	phosphatidyl-N-methylethanolamine (1-16:0, 2-18:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3194	phosphatidyl-N-methylethanolamine (1-16:1, 2-18:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3196	phosphatidyl-N-methylethanolamine (1-18:0, 2-18:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_3198	phosphatidyl-N-methylethanolamine (1-18:1, 2-18:1)	endoplasmic reticulum membrane	2.5694	0.0050932	2	17.0815	2.1574	Seq_1775,Seq_2713
s_1507	trans-dec-2-enoyl-CoA	peroxisome	2.5655	0.0051512	4	13.8782	6.9133	Seq_73,Seq_5003,Seq_5441,Seq_2351
s_1510	trans-dodec-2-enoyl-CoA	peroxisome	2.5655	0.0051512	4	13.8782	6.9133	Seq_73,Seq_5003,Seq_5441,Seq_2351
s_1519	trans-tetradec-2-enoyl-CoA	peroxisome	2.5655	0.0051512	4	13.8782	6.9133	Seq_73,Seq_5003,Seq_5441,Seq_2351
s_2896	trans-2,cis-5-dodecadienoyl-CoA	peroxisome	2.5655	0.0051512	4	13.8782	6.9133	Seq_73,Seq_5003,Seq_5441,Seq_2351
s_2901	trans-2,cis-5-tetradecadienoyl-CoA	peroxisome	2.5655	0.0051512	4	13.8782	6.9133	Seq_73,Seq_5003,Seq_5441,Seq_2351
s_0548	D-arabinose	cytoplasm	2.5408	0.0055303	6	12.3707	4.4194	Seq_1183,Seq_2193,Seq_2297,Seq_4936,Seq_3482,Seq_4254
s_1569	zymosterol	cytoplasm	2.5405	0.0055349	6	12.37	4.8619	Seq_1939,Seq_3959,Seq_829,Seq_2121,Seq_2362,Seq_2987
s_0168	2-methylbutanal	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0171	2-methylbutanol	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0187	2-phenylethanol	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0236	3-methylbutanal	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0410	alpha-D-galactose 1-phosphate	cytoplasm	2.538	0.005574	3	15	0	Seq_3460,Seq_1935,Seq_4294
s_0682	ethanol	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0931	isoamylol	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0934	isobutanol	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0939	isobutyraldehyde	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_1211	NADP(+)	peroxisome	2.538	0.005574	3	15	0	Seq_4931,Seq_5178,Seq_4932
s_1215	NADPH	peroxisome	2.538	0.005574	3	15	0	Seq_4931,Seq_5178,Seq_4932
s_1320	phenylacetaldehyde	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_1531	tryptophol	mitochondrion	2.538	0.005574	3	15	0	Seq_1427,Seq_4855,Seq_5413
s_0184	2-oxoglutarate	peroxisome	2.5277	0.0057405	3	14.9637	0.062954	Seq_4931,Seq_4704,Seq_4932
s_3897	2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate	vacuole	2.5093	0.0060481	1	21.276	0	Seq_4225
s_3898	D-mannose 6-phosphate	vacuole	2.5093	0.0060481	1	21.276	0	Seq_4225
s_3899	D-Glycerate	vacuole	2.5093	0.0060481	1	21.276	0	Seq_4225
s_3900	alpha-D-mannoside	vacuole	2.5093	0.0060481	1	21.276	0	Seq_4225
s_3901	alpha-D-mannopyranose	vacuole	2.5093	0.0060481	1	21.276	0	Seq_4225
s_3902	non glycosylated sugar acceptor	vacuole	2.5093	0.0060481	1	21.276	0	Seq_4225
s_0132	2'-deoxyadenosine	cytoplasm	2.5045	0.0061313	3	14.8819	0.20457	Seq_950,Seq_573,Seq_1067
s_0164	2-isopropylmalate	mitochondrion	2.5028	0.006161	3	14.8759	0.21501	Seq_4315,Seq_1942,Seq_2712
s_1406	riboflavin	extracellular	2.5023	0.0061693	4	13.6855	0.76019	Seq_260,Seq_2263,Seq_3085,Seq_4512
s_0963	L-arabinose	cytoplasm	2.5012	0.0061888	5	12.8802	4.74	Seq_1183,Seq_2193,Seq_4936,Seq_3482,Seq_4254
s_0666	ergosterol	cytoplasm	2.501	0.0061929	5	12.8796	4.7414	Seq_1939,Seq_5281,Seq_2121,Seq_2362,Seq_2987
s_0578	D-xylose	cytoplasm	2.4781	0.0066035	7	11.7805	5.5119	Seq_1183,Seq_2193,Seq_2026,Seq_4936,Seq_3482,Seq_4254,Seq_3104
s_0750	glutathione	cytoplasm	2.4155	0.0078565	27	8.901	6.0289	Seq_594,Seq_4386,Seq_4777,Seq_3349,Seq_3379,Seq_2349,Seq_398,Seq_1071,Seq_1310,Seq_783,Seq_2341,Seq_3851,Seq_2238,Seq_4841,Seq_4136,Seq_4352,Seq_4610,Seq_4597,Seq_1236,Seq_2231,Seq_3160,Seq_3372,Seq_3625,Seq_5017,Seq_5227,Seq_580,Seq_620
s_1036	L-proline	extracellular	2.4101	0.0079732	8	11.2605	6.185	Seq_21,Seq_4372,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_5337
s_4181	D-arabinitol	cytoplasm	2.4026	0.0081384	4	13.3816	6.2949	Seq_2193,Seq_3314,Seq_3482,Seq_4254
s_0239	3-oxodecanoyl-CoA	peroxisome	2.3808	0.0086385	2	16.271	1.0028	Seq_4462,Seq_5003
