rxns	rxnNames	index	formulas	growth1	growth2	growth3	growth4	growth5
r_4555	acetoacetate exchange	3791	acetoacetate[e] => 	0	0	0	0	0
r_4556	N-acetyl-L-glutamate exchange	3792	N-acetyl-L-glutamate[e] => 	0.744961025173467	0.577273378499867	0.404497451488841	0.209518127832356	0.0084448882961119
r_4557	UMP exchange	3793	UMP[e] => 	0.641671862889632	0.484197735029406	0.324332193207154	0.162781813250201	0.0065118976150022
r_4558	CMP exchange	3794	CMP[e] => 	0.608031865645131	0.457125731418519	0.305907927989233	0.152995147105004	0.00619887746731401
r_4559	thymidine 5'-monophosphate exchange	3795	thymidine 5'-monophosphate[e] => 	0	0	0	0	0
r_4560	thymidine 3'-monophosphate exchange	3796	thymidine 3'-monophosphate[e] => 	0	0	0	0	0
r_4561	cytidine 2'-phosphate exchange	3797	cytidine 2'-phosphate[e] => 	0	0	0	0	0
r_4562	uridine 2'-phosphate exchange	3798	uridine 2'-phosphate[e] => 	0	0	0	0	0
r_4563	3'-UMP exchange	3799	3'-UMP[e] => 	0	0	0	0	0
r_4564	2',3'-cyclic CMP exchange	3800	2',3'-cyclic CMP[e] => 	0	0	0	0	0
r_4565	2',3'-cyclic UMP exchange	3801	2',3'-cyclic UMP[e] => 	0	0	0	0	0
r_4593	chloride exchange	3826	chloride[e] <=> 	0	-3.30918181816742e-05	-6.61836363633483e-05	-9.92754545450225e-05	-0.000131043599935765
r_4594	Cu2(+) exchange	3827	Cu2(+)[e] <=> 	0	-1.69050448448615e-05	-3.38100896897231e-05	-5.07151345345846e-05	-6.69439775720093e-05
r_4595	Mn(2+) exchange	3828	Mn(2+)[e] <=> 	0	-7.00315214317015e-05	-0.00014006304297709	-0.000210094564408791	-0.00027732482499232
r_4596	Zn(2+) exchange	3829	Zn(2+)[e] <=> 	0	-1.91881231330626e-05	-3.83762462661252e-05	-5.75643693991879e-05	-7.59849676796875e-05
r_4597	Mg(2+) exchange	3830	Mg(2+)[e] <=> 	0	-3.18744226888157e-05	-6.37488453776314e-05	-9.56232680664471e-05	-0.000126222713788593
r_4598	cofactor pseudoreaction	3831	 => cofactor[c]	0.10261037807637	0.102610378076373	0.102610378076371	0.102610378076371	0.102610378076372
r_4600	Ca(2+) exchange	3833	Ca(2+)[e] <=> 	0	-5.5666077969363e-06	-1.11332155938726e-05	-1.66998233908089e-05	-2.20437669895546e-05
r_5234	Mannitol exchange	3985	Mannitol[e] => 	0	0	0	0	0
r_5236	N-Acetyl-D-glucosamine exchange	3986	N-Acetyl-D-glucosamine[e] => 	0	0	0	0	0
lac_ex	lactose exchange	3988	lactose[e] <=> 	0	0	0	0	0
